avg_area_income,avg_area_house_age,avg_area_roomNb,avg_area_bedroomNb,area_population,house_price,house_address
73519,5.62,7,4,36148,990894,"9137 Johnson Grove Apt. 429
West Marieport, CO 66076-8640"
76292,5.43,6,2,29856,1022343,"7787 Debra Lodge Apt. 609
Michaelabury, MD 55490-3344"
96217,5.17,7,6,42296,1826822,"93663 Sullivan Mountain Suite 779
Samanthashire, AL 83456"
61686,5.12,6,3,36060,708046,"Unit 2686 Box 7832
DPO AA 98764"
56764,6.33,6,4,30911,750753,"3539 Stephen Ports
Longville, FM 47861-6366"
61437,7.06,9,5,25887,1445732,"381 Jason Bridge
Carterstad, WY 73588-0828"
81490,5.00,7,5,10504,995783,"1161 Mark Park
Sarahborough, GA 77597-5562"
71499,5.11,7,3,29684,1191625,"860 Hill Shores Suite 158
South Timothy, WV 02343-7700"
87455,7.10,9,4,32313,2016911,"PSC 2325, Box 7183
APO AA 68425-8831"
48641,7.38,6,2,52055,1057838,"49483 Bobby Forest Apt. 160
Sarahton, NC 06322-4033"
58198,5.06,5,3,16253,357251,"401 Carter Dale Apt. 537
Emilymouth, AZ 50162-2741"
71421,5.74,6,4,32969,1106976,"9339 Brandt Shores Suite 729
Tiffanystad, UT 21936-6988"
73047,5.23,8,5,37643,1266617,"209 Caroline Throughway
Meyerbury, AZ 37335-6928"
64618,5.58,6,4,18869,805434,"USNV Sullivan
FPO AA 58055-6015"
59832,3.93,7,3,36931,851634,"321 Loretta Springs
Thomasside, DC 48676"
76024,4.97,7,4,44324,1412097,"922 Roger Road Apt. 545
New Christinebury, UT 16206"
62708,7.63,7,6,29894,1339636,"PSC 9909, Box 4089
APO AA 37653"
51846,5.02,8,6,24285,641484,"9454 Kelly Light Suite 194
East Gina, KY 49894"
69201,5.56,6,3,42574,1109666,"21473 Harris Mills Suite 116
New Todd, ND 42714"
66643,7.23,9,3,32035,1669127,"PSC 5412, Box 9130
APO AP 51414-2381"
81376,7.41,6,3,40152,1788829,"52901 Griffin Spurs Apt. 216
Port Williamchester, AS 85834-9649"
49928,6.79,8,5,56983,1352096,"0221 Brown Throughway Suite 139
West Catherine, MN 16058"
73732,4.92,8,7,36735,1369017,"472 Brian Station Apt. 917
Morenobury, PA 44089-5528"
64714,5.56,6,3,13385,485534,"PSC 1432, Box 8417
APO AA 92456-2748"
69207,7.47,8,6,27666,1404036,"5402 Eaton River Suite 072
Chadville, TX 22988-8311"
77779,6.85,6,3,46402,1597153,"399 Holly Shoal
Paulaville, CO 07188-5205"
80370,7.25,7,3,32517,1735340,"838 Tim Turnpike Suite 477
Sanchezville, WA 93448"
63168,8.31,7,5,20989,1169167,"9631 Roy Radial Suite 179
Jasonton, MN 24198"
78166,4.54,6,3,41571,1142113,"3472 Harris Harbors Apt. 830
Beckborough, MS 04955-5610"
73381,6.00,7,4,32384,1368107,"681 Nicole Lane Suite 267
Port Tyler, WV 15700-0718"
68970,5.72,6,2,41808,1028651,"5656 Olson Point Suite 171
South Natalieborough, WY 04578-3574"
73069,7.27,6,3,42930,1368692,"985 Bennett Corners Suite 679
Pughborough, DE 37647-3849"
84690,5.89,7,3,34859,1431387,"247 David Union Apt. 900
Mayfurt, KY 94001"
58040,4.64,8,3,36479,1061209,"2713 Lynn Ville
Charlesport, KY 53916"
66214,6.27,7,4,47832,1322783,"USNS Sweeney
FPO AE 18592"
75101,6.66,8,3,50730,1716323,"2719 Ruth Mill
Snyderberg, SC 55208"
49736,5.11,7,2,24032,465500,"082 Dana Mission Suite 627
Lake Amybury, KY 83757-2285"
66068,5.98,7,3,28057,986285,"95015 Courtney Way
Jamesside, NC 56555"
65693,6.46,8,6,39935,1416239,"Unit 6429 Box 3831
DPO AA 61324-4127"
81443,6.20,7,4,35593,1455326,"142 Randall Bypass Suite 873
Monicamouth, CA 47648"
78539,6.05,7,3,43061,1530068,"1104 Pamela Summit Suite 041
Port Richard, WV 11626"
70299,5.70,7,2,33147,1172620,"4947 Shawn Greens
South Crystalville, NJ 68094"
64617,7.62,7,4,27995,1174289,"066 John Inlet Apt. 888
Lake Ryanport, FL 19518"
65966,7.88,6,3,42711,1342819,"399 Deborah Overpass Suite 116
Lake Dianeville, NE 19351"
80373,5.58,5,3,36651,1383652,"4795 Lindsey Forge Suite 371
West Tiffany, KY 17785"
72253,6.76,7,4,23559,1199760,"9453 Tom Overpass
Martinmouth, UT 11465"
60909,5.34,7,2,25406,705343,"9862 Ricky Ridge Suite 905
West Sandrahaven, WV 72025-8262"
67653,4.75,8,5,44353,1440738,"65531 David Manor Suite 755
Moralesview, CT 91659"
44869,6.72,7,2,43155,900851,"3184 Christopher Meadows
New Christopher, NM 94445-5333"
81926,7.09,7,6,36974,2017175,"5379 Damon Alley
Deborahtown, AR 56747-3541"
70030,5.52,7,3,23650,951244,"PSC 6967, Box 7572
APO AA 24368-1858"
73302,5.38,7,6,43445,1222277,"4020 Banks Stravenue
New Joshua, IN 55857-4946"
49706,4.61,8,3,58760,1080624,"43923 Hall Shoals
Leblancburgh, PA 34765"
58494,6.53,6,4,29985,762209,"30373 Davies Estate
Stricklandberg, PR 69026"
44999,5.48,7,4,37554,625990,"82005 Mack Villages Suite 258
Denisetown, CA 39873-2703"
87471,6.46,6,2,58077,2030911,"708 Joseph Glens
West Adrianside, MT 91180-4021"
69950,6.83,6,4,44521,1462876,"03878 Diaz Bridge Suite 043
East Michael, MI 95321-5026"
78106,6.68,8,3,40877,1637841,"10642 Anderson Divide Suite 902
Courtneyburgh, ND 40323"
80649,6.04,6,4,18776,1046191,"768 Russell Keys
Briannamouth, VT 98433"
81899,5.76,7,4,31764,1529282,"260 Walls Circle Suite 166
North Dustinland, TX 79726"
73522,5.62,8,5,38384,1591794,"USNV Wallace
FPO AP 73185-6058"
95604,5.92,7,6,36505,1815920,"7212 Michael Garden
South Jeremiah, CT 44990"
67097,6.09,7,3,27192,1027428,"052 Thomas Square Apt. 034
Wrightmouth, OR 04272"
74530,7.28,7,2,34316,1541127,"061 Morrison Freeway
New Larry, TX 62631-0782"
61973,6.37,7,3,28466,1031981,"533 Schroeder Park
Port William, OK 38354-1881"
77449,5.03,7,2,30055,1161458,"03516 Owens Street
Lynchberg, OR 32238"
69462,3.99,8,5,46159,1317041,"07704 Alexa Island Suite 740
West Jennifer, VA 70386"
68306,4.40,5,2,49181,908013,"8761 Garcia Skyway
Hermanmouth, NE 66895"
77354,5.48,9,3,32343,1455555,"15415 Ryan Ramp
Rodriguezville, VA 05237"
84173,4.90,7,3,47937,1560870,"0503 Vernon Mountains
South Marcfort, AL 24051-2632"
66497,6.14,8,4,31227,1417048,"43375 Thomas Ways
South Danielport, ID 58344-2248"
81639,6.15,6,3,27015,1311654,"585 Hannah Hills Apt. 426
West Jesse, AK 20205-5873"
72614,5.81,7,4,22995,1275497,"60363 Medina Avenue Apt. 300
Andersonhaven, KS 32194"
71787,6.50,9,3,50679,1678348,"394 Johnson Burgs Suite 350
West Troyville, PR 96462-8199"
74598,5.04,7,3,44569,1399467,"4173 Grant Village Apt. 373
Port Jerrybury, OR 80243-7606"
60017,7.15,6,3,40414,1242111,"5570 Warren View
West Emily, IA 62461-1579"
89519,6.23,8,5,30158,1866035,"09987 Hughes Lights Suite 483
Lake Robertbury, MI 19249"
48829,4.07,7,3,32451,412057,"PSC 0177, Box 1521
APO AA 99631-0458"
45353,5.15,7,3,33340,544321,"7218 Emily Cove Apt. 490
Choitown, MO 56019-0030"
78930,6.23,7,6,39668,1503327,"25024 John Way Suite 839
Rodriguezchester, NJ 71630-6894"
67707,7.50,8,4,42391,1761924,"81791 Miller Land
Michaeltown, OR 37274"
73022,5.29,7,6,37091,1270543,"7026 John Junction Apt. 677
West Donnatown, WA 36422-2369"
64359,5.34,8,5,22734,839746,"241 Dean Radial Suite 923
Kerrberg, OK 53136"
68907,5.26,7,4,39014,1046943,"032 Atkins Creek Suite 176
Jesusfort, NM 79006-6752"
69611,5.96,7,3,43804,1396241,"2437 Ibarra Summit Apt. 345
Hicksburgh, IA 26179-0478"
71443,6.10,6,2,57716,1596440,"94869 Mary Plain Suite 455
North Harold, CT 00263"
72516,5.85,8,5,28698,1290784,"1994 Lauren Plaza Apt. 187
New Carolberg, PR 64209-3570"
49619,6.81,7,6,47311,1030017,"7098 Hopkins Junctions Suite 360
Gordonton, TN 95727"
64544,5.50,7,5,28596,758571,"9453 Karen Skyway
Albertmouth, ME 96706-2756"
65074,8.64,8,3,44551,1948655,"77973 Thomas Mills Apt. 346
East Antonioborough, TN 96914-4900"
76546,5.13,7,5,50481,1578141,"4277 Katherine Tunnel Suite 986
Hallview, LA 24505"
68721,5.12,7,5,45765,1380354,"4015 Roberts Hill
North Calvinfort, SD 87025"
59641,4.03,6,2,49671,745996,"039 Murphy Forge Suite 095
Shawnshire, CA 86274-6212"
64332,5.64,8,4,36650,1232466,"7756 Abbott Branch Apt. 838
North Javierbury, PR 22745"
82846,6.00,8,3,42652,1899137,"204 Hughes Greens Suite 248
Debratown, KY 86977"
65901,6.76,7,5,20429,1084064,"003 Fernando Gateway Suite 145
East Danielshire, GA 76041"
73195,6.20,6,2,39906,1377940,"082 Garcia Mall Suite 583
New Michaelbury, CT 45358-0311"
68817,5.10,8,5,18444,937326,"399 Blanchard Garden Suite 383
Reedhaven, WV 25590"
76153,5.32,8,6,32925,1220133,"083 Kevin Club Apt. 545
Stanleyborough, NV 33155"
68007,5.10,7,4,43750,1252417,"432 Christopher Walk Suite 430
Haneymouth, GA 34728"
59442,6.96,6,2,21243,839453,"41646 Ramirez Centers Suite 179
Mannfort, MN 94058-7958"
64794,6.47,8,5,43961,1337472,"2335 Mitchell Skyway Suite 629
New Larry, IN 59257-1374"
81442,5.51,9,4,34050,1479296,"94490 Carol Ville
New Charles, CO 09471"
85744,6.08,8,5,38564,1975538,"374 Priscilla Pines
Markfurt, CO 16318"
56826,5.87,7,4,47608,1146638,"535 Brandy Trafficway
East Matthew, LA 44989"
77287,8.58,7,2,32406,1829102,"PSC 9412, Box 7032
APO AA 39325"
64400,5.27,8,3,26605,1110932,"745 Moore Skyway Apt. 472
New Paigemouth, GU 34410"
65903,6.62,7,3,45208,1393897,"20278 Dominguez Mountain Apt. 630
Kaiserberg, NE 94685-3115"
53179,5.71,8,5,28707,577168,"711 Davis Junctions
Port Jason, CO 39385"
62106,7.01,8,6,34672,1454835,"3660 Jennifer Port Apt. 744
Russellside, CO 87440"
60861,5.71,6,3,53548,1321743,"06621 Benjamin Center Suite 596
Carlchester, IL 25434"
74372,6.81,7,4,52209,1449829,"84067 Carter Summit
New Jacob, RI 10579-0048"
74730,5.83,8,5,20696,1281537,"086 Ellis Ford Suite 326
Christophermouth, GU 30825-6006"
67669,5.85,6,3,31752,1111284,"12636 Melissa Orchard
Lake Sarah, MO 34808"
70022,5.40,8,4,26768,1136348,"8414 Kent Falls Suite 147
South Mckenzieport, AR 72905"
45558,5.57,8,4,35043,615056,"9070 Tyler Centers Apt. 805
Kariview, NC 86284"
66593,7.88,5,2,37635,1362239,"9346 Ewing Square
East Caitlinfort, WY 73455-8256"
74177,6.38,7,4,37195,1418978,"3421 Wendy Wells
West Cristian, WV 17734-9176"
68445,5.54,6,2,32851,985339,"44917 Karen Streets
North James, WV 03755"
66586,4.74,7,5,36338,1048647,"8039 Carr Mount Apt. 450
West Samanthatown, NC 48803"
71393,4.54,8,6,42077,1028683,"288 Mann Villages Suite 064
Lake Denisestad, NE 32429"
57688,6.27,7,3,19900,684257,"75622 Tiffany Manor Suite 629
Lake Christopherton, TN 78360-0701"
83623,5.85,9,5,42329,1845325,"511 Doyle Squares
Lake Gabrielle, FM 88159-8268"
78512,5.25,7,4,38180,1287784,"0857 Amanda Island Suite 827
South Nathan, NJ 78071"
54927,5.64,7,6,46470,1120419,"83046 Hill Spur Suite 365
Zunigaside, WI 66905"
61098,6.98,7,2,27467,1023205,"40122 Morris Neck
Sheliaburgh, DE 82340"
75172,6.20,9,6,40621,1874415,"85731 Fowler Shores Apt. 056
Garciaview, TN 97935"
53331,5.42,6,2,32317,670357,"64219 Alicia Throughway
East Wendy, OH 50612"
55179,6.41,7,4,31270,1004071,"7591 Lisa Court Apt. 074
East Alyssashire, WI 11824-5756"
72083,4.17,6,2,36471,885380,"439 Bishop Path
Lake Richardtown, NH 13156-6062"
57847,5.12,8,4,40209,1111360,"5048 Marquez Meadows Suite 774
Jessicamouth, VA 80789"
82732,5.76,8,6,30486,1557276,"88439 Ryan Bridge Suite 855
Thompsonchester, FL 58924"
58309,7.10,7,3,38000,1364832,"3291 Mack Walks Apt. 862
Paynestad, MN 29079"
73031,7.99,6,2,28426,1510659,"49404 Rose Terrace Suite 234
Port Matthewton, UT 51769"
83307,6.32,6,4,37963,1584318,"38922 Clark Spring Apt. 000
West Cindy, KS 91072"
48092,3.75,5,3,42693,383021,"USS Krueger
FPO AP 15908"
64336,6.24,6,4,43218,1028760,"844 Jennifer Trace
Waltersland, VT 07440-3816"
63672,7.83,7,4,31779,1437458,"69443 Williams Greens Suite 909
West Monicaville, AS 39266"
63371,5.32,7,4,29646,1025702,"993 Ortega Club
Turnerside, GA 17219"
55795,6.66,7,2,26448,903665,"8837 Daniel Wells Suite 168
Heatherton, ME 49081-0303"
61984,5.38,6,4,49838,1151190,"749 Jessica View
East Kylefort, AS 15086"
69430,6.11,6,4,42969,1205707,"Unit 5848 Box 0150
DPO AE 27558"
73932,5.70,7,3,34197,1324378,"2559 Dylan Stream
South Andrewview, FM 80429"
48283,5.68,8,3,15782,668184,"670 Miller Ports
New Sara, CO 77848"
66925,5.15,8,3,42591,1222412,"18422 Freeman Islands
North Samanthachester, ID 82969-9650"
58806,5.98,7,4,32721,1040763,"70380 Albert Glens
Morganchester, KS 12943-9753"
70839,6.60,7,4,43347,1643086,"63180 Carlos Throughway Suite 149
Mcconnellstad, AL 83502-6895"
57136,5.20,7,3,26915,886536,"33328 Christopher Wall
Daytown, AZ 93829"
45862,5.45,5,2,40339,576356,"USNS Wallace
FPO AP 94167-1961"
70268,5.92,4,3,39144,1012545,"36248 Smith Avenue
South Rebecca, AZ 14861"
74031,4.72,6,2,46785,1194595,"445 Johnson Rue
North Andrew, RI 94297"
72325,7.66,6,2,46351,1692309,"33535 Alvarado Junctions Apt. 327
Leville, ME 36143-8095"
70489,5.91,7,5,48797,1541746,"8489 Johnson Throughway
West Brianna, NV 24375"
45531,5.40,7,3,31000,426906,"241 David Radial
Arielmouth, WI 24753"
50768,5.17,8,6,32501,842778,"94169 Rachel Ranch
East Catherineport, SD 70475-4606"
55593,7.92,8,5,42068,1574527,"95191 Holmes Lights Apt. 546
Stuartberg, SD 11501"
89031,6.24,6,3,61402,2033547,"498 Campbell Spur
Timothyton, WY 94818"
77984,6.73,6,4,41723,1488535,"315 Valerie Summit
Scottchester, HI 13703"
69085,6.77,6,3,39230,1191564,"58244 Gregory Stravenue Suite 061
Markberg, OR 63045"
60866,5.01,6,2,50843,927677,"9027 Amanda Skyway Suite 280
Tylerhaven, WA 61983"
78256,6.53,7,4,25101,1489668,"7835 Lee Park
North Hollyland, PR 82345"
66347,4.64,5,2,44644,930493,"764 Christina Groves
Lake John, ME 30645"
67840,7.64,7,5,61073,1789999,"9259 Osborne Mountain
Hughesmouth, MP 25441"
58695,7.39,9,4,49961,1708631,"Unit 7385 Box 9302
DPO AP 21450"
69876,6.84,8,6,27380,1446597,"67623 King Street Suite 141
Solisbury, MT 04837"
67080,5.77,7,2,33434,1204214,"0709 Willis Motorway
Heatherfort, FM 22804"
71920,5.24,6,4,29506,1088834,"84171 Johns Wells Apt. 868
Sarahberg, DC 35407"
72491,5.45,6,4,17981,699223,"824 Kari Gateway
East Shelly, MT 69900"
65354,5.76,7,3,33947,1205114,"41950 Navarro Light
East Amanda, ME 66433-0001"
76493,6.79,8,3,41848,1761961,"8123 Brad Ridge Suite 510
East Daniel, MS 75510-8888"
50502,7.41,7,3,37594,1286477,"3025 Steven Underpass
Foleymouth, NM 73471"
57942,5.47,6,3,33388,816058,"965 Murphy Pine Apt. 929
South Joditon, ND 44858"
60936,5.69,7,3,26704,874755,"Unit 2286 Box 6344
DPO AP 49001-4308"
43192,7.55,7,3,34134,1054607,"792 Cameron Vista Apt. 831
Villarrealmouth, MN 48095-1533"
66631,6.77,7,4,61362,1714266,"69002 Ford Route Apt. 555
Marcberg, VI 90052"
68696,6.38,7,4,41857,1601527,"3011 Gray Bypass
Hodgesstad, AS 71104"
51026,4.87,7,4,23853,426100,"1289 Amanda Extensions
South Ericshire, GU 99528-9481"
88054,5.76,7,3,22290,1454699,"558 Jackson Overpass Apt. 511
South Brittanyshire, GU 55774"
50363,5.58,5,2,23611,314168,"56573 Matthew Extension Apt. 145
Suzannemouth, GU 54881"
66321,6.29,7,3,16803,933609,"158 Martin Roads
Michellemouth, LA 58398-0605"
76926,5.98,6,3,45836,1353635,"728 William Drive
Ortizville, TN 98109"
74905,5.98,8,5,41191,1587358,"15465 Davis Forks Apt. 153
Wardton, NY 26628-8352"
76150,7.24,7,3,31567,1457673,"043 Ryan Junctions Suite 853
North Joanna, IA 67146-0005"
65644,6.35,7,6,48882,1265927,"79881 Myers Fords
North Larry, WI 13795"
74910,5.95,7,6,39408,1562573,"814 Glover Plains
Port Andrea, IN 33085-0999"
50241,7.10,7,4,53805,1376147,"05493 Palmer Terrace
Kimberlyton, TN 20895"
55159,5.72,7,3,27912,764800,"05581 Williams Mews Suite 810
West Ashley, UT 88476-6322"
64299,7.00,7,3,36000,1206987,"9971 Jay Junctions
East Davidmouth, VI 16466-3291"
56348,6.34,5,2,23477,649224,"1629 James Pines
Port John, LA 49420"
97669,6.89,7,4,43203,2102244,"0646 Martin Pass
Kimberlyberg, GU 73453"
69970,6.84,7,4,33649,1429952,"24925 Whitney Point Suite 416
Melissamouth, VT 50514"
63403,5.53,7,2,32621,832560,"04560 Chad Plains
Clarkshire, ME 86546"
69091,7.08,7,5,32708,1339304,"Unit 8410 Box 5521
DPO AP 20914-6877"
57877,3.49,6,4,36800,579710,"367 Morgan Lodge Suite 363
West Laurenton, PR 70182"
65718,4.91,4,4,54799,995722,"410 Benjamin Row
West Cody, TN 04841"
61602,5.50,6,2,17410,745524,"3955 Tucker Square Apt. 923
Allenview, CO 55555-8106"
65865,5.74,8,6,18092,1004472,"770 Bianca Pine Suite 492
West Brandonview, VI 71611"
53230,6.27,10,3,27361,1311432,"71718 Barrett Ramp
Caseybury, NH 91777-4042"
85684,6.60,5,3,26429,1246937,"25869 Albert Isle Apt. 057
Lake Victorborough, TX 80274-9001"
78792,5.74,7,4,29578,1341450,"Unit 0248 Box 7958
DPO AA 89432-7985"
63830,4.59,7,4,29863,1020337,"615 Hale Camp Suite 218
Josephside, ND 69787"
59930,7.06,7,4,44095,1320897,"21153 Wayne Hills Suite 053
North Keith, FL 12086-3774"
80899,5.56,7,4,37530,1443470,"Unit 4225 Box 8935
DPO AP 67094-7879"
47905,6.29,8,3,33854,884015,"Unit 3397 Box 4463
DPO AA 91280"
71069,4.75,9,6,35724,1355557,"USNV Wright
FPO AA 70734-4928"
67622,5.81,5,4,35360,841392,"USCGC Joseph
FPO AA 84443"
60438,5.10,6,2,30462,619664,"3025 Calderon Lakes Suite 215
Sharpfort, DE 51855"
77628,6.22,7,6,26257,1446983,"7836 Smith Fork
Mcintoshhaven, CT 99600"
90245,6.85,6,4,17771,1575680,"8716 Fischer Mountains
South Frankstad, GU 09517"
74440,4.18,8,5,44079,1351640,"7729 Avila Glens Apt. 852
Butlerhaven, NH 43950-2402"
80819,6.21,8,4,34536,1543802,"11042 Shawn Skyway
Veronicamouth, MS 91207-6056"
73003,5.15,7,4,23500,1101239,"562 Medina Heights Apt. 359
West Robertton, MA 89628-9347"
66964,5.00,7,3,36044,1034181,"03150 Savannah Island Suite 695
Davisborough, PR 91379-3601"
73617,4.95,7,5,29735,1139360,"112 Everett Points Suite 792
Stephaniehaven, FM 48187"
68751,4.98,7,6,25505,1116352,"066 Brandon River Suite 915
West Brenda, VI 79772"
78694,5.79,6,3,44210,1526013,"0608 Pamela Mews Apt. 981
Camposfort, NH 70888"
64318,6.57,6,2,22296,1020098,"464 Shelia Squares
Port Maryberg, IA 30439-2823"
71939,6.99,8,6,40054,1617072,"2314 Jeffrey Prairie
Goodmanfort, MO 09014-1562"
71868,6.45,8,5,42188,1567482,"44216 Lawrence Branch Suite 013
West Matthew, CA 71303-7984"
84856,4.27,5,4,43120,1134273,"87336 Dorsey Union
Hillmouth, WI 61461-5466"
72970,4.83,8,4,40263,1434803,"88392 Joyce Locks Suite 992
Lake Scottview, ME 38475-3916"
68599,4.53,9,5,44340,1234837,"Unit 6023 Box 7633
DPO AA 46376"
64645,3.23,7,2,45330,863386,"3593 Smith Shores Apt. 821
Jennaville, SD 31313-9212"
62677,6.24,6,2,50163,1246410,"PSC 8807, Box 1732
APO AP 16899-9076"
63381,5.34,6,2,40217,932979,"3499 Stuart Plains Suite 304
Aaronhaven, NE 83521"
73515,6.00,8,4,35015,1468030,"064 Kristy Tunnel
Allenfurt, GU 60403"
58518,5.99,8,4,44011,1087803,"7407 Thompson Row
Rachelton, VA 34324"
60015,6.12,9,5,27855,1260484,"96095 Erin Meadows Apt. 708
Tracyfurt, KY 13198-2585"
73724,6.51,6,3,33025,1021122,"USNV Byrd
FPO AA 21590"
81851,6.39,4,2,42635,1375467,"739 Melissa Parkway
Brendanville, AR 09959"
81559,5.00,5,2,45778,1224792,"251 Jenna Shore
Port Brianchester, MH 40145"
62041,6.69,7,3,46070,1376898,"1500 Chen Tunnel
Port Williamburgh, NM 21980-9681"
76936,5.40,9,7,25764,1642164,"75974 Mueller Grove
Port Brian, WA 54211"
70564,6.34,6,4,36308,1210574,"21869 Willis Flats Suite 963
Rachelberg, VI 51379"
70886,7.49,5,4,39730,1246595,"68634 Bowman Wall Apt. 657
South Lindsaystad, AL 23019"
51742,4.98,7,3,45458,812059,"568 Gloria Road Suite 451
Kimfurt, WV 22760-4628"
61830,6.10,7,3,37688,1054856,"70673 Christopher Mountains Apt. 785
West Mikeside, AR 76748"
73583,7.43,6,4,36760,1384432,"004 Gilbert Rest Apt. 122
Josephtown, IA 22209-1112"
73999,5.70,5,3,49947,1133126,"PSC 8727, Box 9505
APO AE 83389-7909"
62271,5.49,8,5,56626,1470477,"8170 Nguyen Lakes Suite 553
Richardsland, VT 91383"
61943,7.20,7,3,41205,1326837,"72922 Gerald Run
Bennettbury, IA 79096-0033"
71108,5.34,8,4,39238,1441956,"1601 Smith Grove
Angiefurt, ME 26214"
77486,5.80,7,4,33297,1278205,"2911 Fowler Fork Suite 529
North Justinfort, IA 72280"
56517,5.32,7,2,34170,803920,"9920 Vasquez Road
North William, VT 10512-5275"
86130,7.00,6,4,43393,1880127,"1507 Jessica Brooks Suite 222
Scottberg, FL 04150"
70030,6.22,8,3,26783,1261715,"31625 Forbes Terrace Apt. 550
Masonview, WY 92231"
68449,8.39,10,3,20146,1810158,"46215 Craig Causeway Suite 574
Joyport, DC 81001-1533"
69518,6.73,7,3,36570,1527492,"8847 Raymond Burgs Suite 427
North Richard, CT 27306-6334"
62912,6.28,6,3,39738,1133084,"7279 Gonzalez Branch
Jamesfurt, MO 42807-4704"
78061,6.38,6,2,47152,1491145,"417 Fox Rue Suite 365
New Anitamouth, WV 41012"
71715,5.32,5,3,28294,853143,"14889 Morrison Light
North Nicole, DC 75835-8124"
58971,5.69,8,6,18992,973689,"15561 Cameron Cliffs
South Mark, NE 53966-8240"
89717,5.22,7,6,60887,2105992,"852 Olson Manor Apt. 860
North Meaganhaven, MP 22777"
58946,6.64,4,4,47226,948367,"399 Lindsey Extension
Port Elizabethport, ME 70413"
88090,4.19,8,4,55834,1641474,"912 Michael Well
Lake Taylor, AK 56349"
61269,4.76,8,6,41079,999370,"07975 Olivia Drive Suite 412
Shelbyview, WY 49540"
77910,4.64,6,4,28127,983180,"7319 Gray Street Apt. 003
Hamiltonshire, WI 70268"
71501,7.76,6,4,33742,1439893,"1296 Elizabeth Street
North Stephen, VA 49776-7211"
77049,5.61,6,2,19147,812512,"10594 Lee Burgs
South Daniel, NV 82349"
72475,6.70,7,3,33307,1304512,"3038 Smith Springs
Sarahville, MI 32945-5394"
69866,5.83,7,2,48601,1246270,"0307 Delgado Neck Apt. 340
Sarahfort, SC 76572-8997"
78355,5.41,7,4,26741,1277112,"797 Jerry Loaf
Christinabury, DE 10481-0476"
76541,5.66,8,3,45686,1734814,"60984 Jeffrey Walk
Lake Devinport, NJ 48846-8791"
68779,5.20,8,6,18901,869924,"649 Miller Fork Apt. 925
West Geraldside, VT 87236-9508"
52035,6.96,7,2,20445,961727,"3476 Romero Track Suite 459
Samanthaville, CO 31117"
91938,5.15,7,4,19332,1267151,"61051 Richard Locks Apt. 499
South Cindyberg, WV 41881"
66468,7.48,7,4,59258,1820190,"060 John Place Suite 221
New Susanmouth, DC 29629"
62399,5.03,7,4,29409,716345,"1504 Michael Tunnel
Kathleenfurt, SC 35732-2763"
63477,7.58,7,5,28894,1204401,"004 Jessica Rapid Apt. 549
Chelseyshire, MI 32396"
67397,7.04,8,3,42768,1560805,"47072 Middleton Isle
Wrighttown, NE 39331"
80371,7.50,8,4,18859,1644242,"27895 Snyder Trace
Michaelstad, NM 96388"
64277,6.99,9,4,40729,1586312,"4618 Yolanda Valley Suite 686
Ashleyborough, NH 90179-9423"
59085,7.09,6,2,42956,1073254,"173 Robert Viaduct Suite 666
Duartehaven, IN 29424"
55040,6.11,5,4,58041,1090889,"198 Jason Mall Apt. 708
Laurieside, CT 55153"
77803,6.65,7,5,42091,1568182,"Unit 3061 Box 5285
DPO AP 84263-3820"
49767,6.66,7,4,40776,927979,"556 Morgan Locks
Griffithton, ND 65308"
56741,5.79,9,6,26252,985007,"099 Robin Wall
North Andrea, VT 47173"
65905,6.31,7,3,43800,1636415,"18209 Francis Hollow
South Mistytown, ID 70388"
73020,7.28,6,2,50932,1542489,"413 Ruiz Harbor
East Dwaynefurt, AR 67836"
57522,5.32,8,4,29113,806256,"19677 Harris Port
Duarteberg, ME 21314"
71487,4.92,7,2,41479,1101341,"1494 Jesse Square
Tracyshire, OR 66419-4633"
81108,6.54,8,6,40937,1787325,"Unit 9428 Box 9990
DPO AE 77397"
72007,5.72,7,2,37402,1235593,"79128 David Stream Suite 581
Gibsonview, DC 25798-0052"
66072,6.35,7,2,19935,1033626,"1029 Warner Mountain
South Danielleville, DE 93493-7910"
72655,5.92,7,3,38039,1335848,"7824 Alexander Wells
South Michael, RI 90908"
60686,6.24,7,6,27531,943470,"955 Yates Spurs
Wandaborough, MS 55302"
81045,6.18,6,4,38512,1382998,"6333 Courtney Mountains
South Amandashire, MA 58101"
58319,6.64,7,4,29492,859209,"20090 Stephanie Branch Suite 447
Amandaberg, PA 77785"
65675,6.58,7,4,34493,1234630,"3159 Griffith Plains Apt. 215
West Briantown, AZ 75098"
78860,5.83,7,3,38199,1248845,"0865 Amy Circles
East Erinburgh, VT 38076-2616"
75845,5.88,7,4,31903,1108913,"985 Matthew Circles Apt. 923
Dannymouth, MO 92329"
77616,6.20,7,2,36592,1466412,"0243 Banks Cove Suite 863
Williamchester, OR 45035"
55988,7.19,6,3,55043,1454035,"Unit 7390 Box 2056
DPO AP 25324"
79572,7.28,4,3,43602,1457231,"USNS Hoffman
FPO AE 23485"
68100,4.92,6,2,35347,837540,"89331 Matthew Station
East Timothyside, NE 40215-8990"
69489,3.39,8,5,28390,694472,"915 Williams Shores Suite 900
North Paula, NC 10613"
95212,6.40,9,4,43890,2139726,"983 Joseph Roads
North Clintonstad, MH 00999"
58533,5.25,7,4,49321,1285312,"683 Garza Port Apt. 033
Susanview, IN 68879-6525"
